index	sheet	BMS	UNOCF	TC	status
144	To psi(I)	(0,0)(1,1)(2,1)(3,1)	G0 = psi(W^W) = psi(psi_1(W^2))	C(C(C(Ω_1,Ω_1),Ω_1),0)	verified
145	To psi(I)	(0,0)(1,1)(2,1)(3,1)(1,1)	e(G0+1) = psi(W^W+W)	C(Ω_1,C(C(C(Ω_1,Ω_1),Ω_1),0))	verified
146	To psi(I)	(0,0)(1,1)(2,1)(3,1)(1,1)(2,1)	z(G0+1) = psi(W^W+W^2)	C(C(Ω_1,Ω_1),C(C(C(Ω_1,Ω_1),Ω_1),0))	verified
147	To psi(I)	(0,0)(1,1)(2,1)(3,1)(1,1)(2,1)(3,0)	phi(w,G0+1) = psi(W^W+W^w)	C(C(C(0,Ω_1),Ω_1),C(C(C(Ω_1,Ω_1),Ω_1),0))	verified
148	To psi(I)	(0,0)(1,1)(2,1)(3,1)(1,1)(2,1)(3,0)(4,1)(5,1)(6,1)	phi(G0,1) = psi(W^W+W^G0)	C(C(C(C(C(C(Ω_1,Ω_1),Ω_1),0),Ω_1),Ω_1),C(C(C(Ω_1,Ω_1),Ω_1),0))	verified
149	To psi(I)	(0,0)(1,1)(2,1)(3,1)(1,1)(2,1)(3,0)(4,1)(5,1)(6,1)(2,1)	phi(G0+1,0) = psi(W^W+W^(G0+1))	C(C(Ω_1,C(C(C(C(C(Ω_1,Ω_1),Ω_1),0),Ω_1),Ω_1)),C(C(C(Ω_1,Ω_1),Ω_1),0))	verified
150	To psi(I)	(0,0)(1,1)(2,1)(3,1)(1,1)(2,1)(3,1)	G1 = psi(W^W*2)	C(C(C(Ω_1,Ω_1),Ω_1),C(C(C(Ω_1,Ω_1),Ω_1),0))	verified
151	To psi(I)	(0,0)(1,1)(2,1)(3,1)(2,0)	Gw = psi(W^W*w) = psi(psi_1(W^2+1))	C(C(0,C(C(Ω_1,Ω_1),Ω_1)),0)	verified
152	To psi(I)	(0,0)(1,1)(2,1)(3,1)(2,0)(3,1)(4,1)(5,1)	GG0 = psi(W^W*G0) = psi(psi_1(W^2+G0))	C(C(C(C(C(Ω_1,Ω_1),Ω_1),0),C(C(Ω_1,Ω_1),Ω_1)),0)	verified
153	To psi(I)	(0,0)(1,1)(2,1)(3,1)(2,1)	phi(1,1,0) = psi(W^(W+1)) = psi(psi_1(W^2+W))	C(C(Ω_1,C(C(Ω_1,Ω_1),Ω_1)),0)	verified
154	To psi(I)	(0,0)(1,1)(2,1)(3,1)(2,1)(2,1)	phi(1,2,0) = psi(W^(W+2)) = psi(psi_1(W^2+W2))	C(C(Ω_1,C(Ω_1,C(C(Ω_1,Ω_1),Ω_1))),0)	verified
155	To psi(I)	(0,0)(1,1)(2,1)(3,1)(2,1)(3,0)	phi(1,w,0) = psi(W^(W+w)) = psi(psi_1(W^2+W*w))	C(C(C(0,Ω_1),C(C(Ω_1,Ω_1),Ω_1)),0)	verified
156	To psi(I)	(0,0)(1,1)(2,1)(3,1)(2,1)(3,1)	phi(2,0,0) = psi(W^(W2)) = psi(psi_1(W^2*2))	C(C(C(Ω_1,Ω_1),C(C(Ω_1,Ω_1),Ω_1)),0)	verified
157	To psi(I)	(0,0)(1,1)(2,1)(3,1)(3,0)	phi(w,0,0) = psi(W^(W*w)) = psi(psi_1(W^2*w))	C(C(C(0,C(Ω_1,Ω_1)),Ω_1),0)	verified
158	To psi(I)	(0,0)(1,1)(2,1)(3,1)(3,1)	phi(1,0,0,0) = psi(W^W^2) = psi(psi_1(W^3))	C(C(C(Ω_1,C(Ω_1,Ω_1)),Ω_1),0)	verified
159	To psi(I)	(0,0)(1,1)(2,1)(3,1)(3,1)(3,1)	phi(1,0,0,0,0) = psi(W^W^3) = psi(psi_1(W^4))	C(C(C(Ω_1,C(Ω_1,C(Ω_1,Ω_1))),Ω_1),0)	verified
160	To psi(I)	(0,0)(1,1)(2,1)(3,1)(4,0)	psi(W^W^w) = psi(psi_1(W^w))	C(C(C(C(0,Ω_1),Ω_1),Ω_1),0)	verified
161	To psi(I)	(0,0)(1,1)(2,1)(3,1)(4,0)(3,0)	psi(W^(W^w*w) = psi(psi_1(W^w+1))	C(C(C(0,C(C(0,Ω_1),Ω_1)),Ω_1),0)	verified
162	To psi(I)	(0,0)(1,1)(2,1)(3,1)(4,0)(3,1)	psi(W^W^(w+1)) = psi(psi_1(W^(w+1)))	C(C(C(Ω_1,C(C(0,Ω_1),Ω_1)),Ω_1),0)	verified
163	To psi(I)	(0,0)(1,1)(2,1)(3,1)(4,0)(3,1)(4,0)	psi(W^W^(w2)) = psi(psi_1(W^(w2)))	C(C(C(C(0,Ω_1),C(C(0,Ω_1),Ω_1)),Ω_1),0)	verified
164	To psi(I)	(0,0)(1,1)(2,1)(3,1)(4,0)(4,0)	psi(W^W^w^2) = psi(psi_1(W^w^2))	C(C(C(C(0,C(0,Ω_1)),Ω_1),Ω_1),0)	verified
165	To psi(I)	(0,0)(1,1)(2,1)(3,1)(4,0)(5,0)	psi(W^W^w^w) = psi(psi_1(W^w^w))	C(C(C(C(C(0,0),Ω_1),Ω_1),Ω_1),0)	verified
166	To psi(I)	(0,0)(1,1)(2,1)(3,1)(4,0)(5,1)	psi(W^W^e0) = psi(psi_1(W^e0))	C(C(C(C(C(Ω_1,0),Ω_1),Ω_1),Ω_1),0)	verified
167	To psi(I)	(0,0)(1,1)(2,1)(3,1)(4,1)	psi(W^W^W) = psi(psi_1(W^W))	C(C(C(C(Ω_1,Ω_1),Ω_1),Ω_1),0)	verified
168	To psi(I)	(0,0)(1,1)(2,1)(3,1)(4,1)(3,1)	psi(W^W^(W+1)) = psi(psi_1(W^(W+1)))	C(C(C(Ω_1,C(C(Ω_1,Ω_1),Ω_1)),Ω_1),0)	verified
169	To psi(I)	(0,0)(1,1)(2,1)(3,1)(4,1)(3,1)(4,0)	psi(W^W^(W+w)) = psi(psi_1(W^(W+w)))	C(C(C(C(0,Ω_1),C(C(Ω_1,Ω_1),Ω_1)),Ω_1),0)	verified
170	To psi(I)	(0,0)(1,1)(2,1)(3,1)(4,1)(3,1)(4,1)	psi(W^W^(W2)) = psi(psi_1(W^(W2)))	C(C(C(C(Ω_1,Ω_1),C(C(Ω_1,Ω_1),Ω_1)),Ω_1),0)	verified
171	To psi(I)	(0,0)(1,1)(2,1)(3,1)(4,1)(4,0)	psi(W^W^(W*w)) = psi(psi_1(W^(W*w)))	C(C(C(C(0,C(Ω_1,Ω_1)),Ω_1),Ω_1),0)	verified
172	To psi(I)	(0,0)(1,1)(2,1)(3,1)(4,1)(4,0)(5,1)	psi(W^W^(W*e0)) = psi(psi_1(w^(W*e0)))	C(C(C(C(C(Ω_1,0),C(Ω_1,Ω_1)),Ω_1),Ω_1),0)	verified
173	To psi(I)	(0,0)(1,1)(2,1)(3,1)(4,1)(4,1)	psi(W^W^W^2) = psi(psi_1(W^W^2))	C(C(C(C(Ω_1,C(Ω_1,Ω_1)),Ω_1),Ω_1),0)	verified
174	To psi(I)	(0,0)(1,1)(2,1)(3,1)(4,1)(5,0)	psi(W^W^W^w) = psi(psi_1(W^W^w)))	C(C(C(C(C(0,Ω_1),Ω_1),Ω_1),Ω_1),0)	verified
175	To psi(I)	(0,0)(1,1)(2,1)(3,1)(4,1)(5,0)(6,1)	psi(W^W^W^e0) = psi(psi_1(W^W^e0))	C(C(C(C(C(C(Ω_1,0),Ω_1),Ω_1),Ω_1),Ω_1),0)	verified
176	To psi(I)	(0,0)(1,1)(2,1)(3,1)(4,1)(5,1)	psi(W^W^W^W) = psi(psi_1(W^W^W))	C(C(C(C(C(Ω_1,Ω_1),Ω_1),Ω_1),Ω_1),0)	verified
177	To psi(I)	(0,0)(1,1)(2,1)(3,1)(4,1)(5,1)(6,1)	psi(W^W^W^W^W) = psi(psi_1(W^W^W^W))	C(C(C(C(C(C(Ω_1,Ω_1),Ω_1),Ω_1),Ω_1),Ω_1),0)	verified
178	To psi(I)	(0,0)(1,1)(2,2)	psi(W_2) = psi(psi_2(0)) = psi(psi_I(1))	C(C(Ω_2,Ω_1),0)	verified
179	To psi(I)	(0,0)(1,1)(2,2)(1,0)	psi(W_2)*w	C(C(0,C(C(Ω_2,Ω_1),0)),C(C(Ω_2,Ω_1),0))	verified
180	To psi(I)	(0,0)(1,1)(2,2)(1,1)	psi(W_2+W)	C(Ω_1,C(C(Ω_2,Ω_1),0))	verified
181	To psi(I)	(0,0)(1,1)(2,2)(1,1)(1,1)	psi(W_2+W*2)	C(Ω_1,C(Ω_1,C(C(Ω_2,Ω_1),0)))	verified
182	To psi(I)	(0,0)(1,1)(2,2)(1,1)(2,0)	psi(W_2+W*w)	C(C(0,Ω_1),C(C(Ω_2,Ω_1),0))	verified
183	To psi(I)	(0,0)(1,1)(2,2)(1,1)(2,1)	psi(W_2+W^2)	C(C(Ω_1,Ω_1),C(C(Ω_2,Ω_1),0))	verified
184	To psi(I)	(0,0)(1,1)(2,2)(1,1)(2,1)(3,0)	psi(W_2+W^w)	C(C(C(0,Ω_1),Ω_1),C(C(Ω_2,Ω_1),0))	verified
185	To psi(I)	(0,0)(1,1)(2,2)(1,1)(2,1)(3,1)	psi(W_2+W^W)	C(C(C(Ω_1,Ω_1),Ω_1),C(C(Ω_2,Ω_1),0))	verified
186	To psi(I)	(0,0)(1,1)(2,2)(1,1)(2,2)	psi(W_2+e(W+1)) = psi(W_2+psi_1(W_2))	C(C(Ω_2,Ω_1),C(C(Ω_2,Ω_1),0))	verified
187	To psi(I)	(0,0)(1,1)(2,2)(1,1)(2,2)(1,1)(2,2)	psi(W_2+psi_1(W_2)*2) = psi(W_2+e(W+1)*2)	C(C(Ω_2,Ω_1),C(C(Ω_2,Ω_1),C(C(Ω_2,Ω_1),0)))	verified
188	To psi(I)	(0,0)(1,1)(2,2)(2,0)	psi(W_2+psi_1(W_2)*w) = psi(W_2+e(W+1)*w) = psi(W_2+psi_1(W_2+1))	C(C(0,C(Ω_2,Ω_1)),0)	verified
189	To psi(I)	(0,0)(1,1)(2,2)(2,1)	psi(W_2+psi_1(W_2)*W) = psi(W_2+e(W+1)*W) = psi(W_2+psi_1(W_2+W))	C(C(Ω_1,C(Ω_2,Ω_1)),0)	verified
190	To psi(I)	(0,0)(1,1)(2,2)(2,1)(2,1)	psi(W_2+psi_1(W_2)*W^2) = psi(W_2+e(W+1)*W^2) = psi(W_2+psi_1(W_2+W*2))	C(C(Ω_1,C(Ω_1,C(Ω_2,Ω_1))),0)	verified
191	To psi(I)	(0,0)(1,1)(2,2)(2,1)(3,0)	psi(W_2+psi_1(W_2)*W^w) = psi(W_2+e(W+1)*W^w) = psi(W_2+psi_1(W_2+W*w))	C(C(C(0,Ω_1),C(Ω_2,Ω_1)),0)	verified
192	To psi(I)	(0,0)(1,1)(2,2)(2,1)(3,1)	psi(W_2+psi_1(W_2)*W^W) = psi(W_2+e(W+1)*W^W) = psi(W_2+psi_1(W_2+W^2))	C(C(C(Ω_1,Ω_1),C(Ω_2,Ω_1)),0)	verified
193	To psi(I)	(0,0)(1,1)(2,2)(2,1)(3,2)	psi(W_2+psi_1(W_2)^2) = psi(W_2+e(W+1)^2) = psi(W_2+psi_1(W_2+psi_1(W_2)))	C(C(C(C(Ω_2,Ω_1),Ω_1),C(Ω_2,Ω_1)),0)	verified
194	To psi(I)	(0,0)(1,1)(2,2)(2,1)(3,2)(2,1)	psi(W_2+psi_1(W_2)^2*W) = psi(W_2+e(W+1)^2*W) = psi(W_2+psi_1(W_2+psi_1(W_2)+W))	C(C(Ω_1,C(C(C(Ω_2,Ω_1),Ω_1),C(Ω_2,Ω_1))),0)	verified
195	To psi(I)	(0,0)(1,1)(2,2)(2,1)(3,2)(2,1)(3,2)	psi(W_2+psi_1(W_2)^3) = psi(W_2+e(W+1)^3) = psi(W_2+psi_1(W_2+psi_1(W_2)*2))	C(C(C(C(Ω_2,Ω_1),Ω_1),C(C(C(Ω_2,Ω_1),Ω_1),C(Ω_2,Ω_1))),0)	verified
196	To psi(I)	(0,0)(1,1)(2,2)(2,1)(3,2)(3,0)	psi(W_2+psi_1(W_2)^w) = psi(W_2+e(W+1)^w) = psi(W_2+psi_1(W_2+psi_1(W_2+1)))	C(C(C(0,C(C(Ω_2,Ω_1),Ω_1)),C(Ω_2,Ω_1)),0)	verified
197	To psi(I)	(0,0)(1,1)(2,2)(2,1)(3,2)(3,1)	psi(W_2+psi_1(W_2)^W) = psi(W_2+e(W+1)^W) = psi(W_2+psi_1(W_2+psi_1(W_2+W)))	C(C(C(Ω_1,C(C(Ω_2,Ω_1),Ω_1)),C(Ω_2,Ω_1)),0)	verified
198	To psi(I)	(0,0)(1,1)(2,2)(2,1)(3,2)(3,1)(4,2)	psi(W_2+psi_1(W_2)^psi_1(W_2)) = psi(W_2+e(W+1)^e(W+1)) = psi(W_2+psi_1(W_2+psi_1(W_2+psi_1(W_2))))	C(C(C(C(C(Ω_2,Ω_1),Ω_1),C(C(Ω_2,Ω_1),Ω_1)),C(Ω_2,Ω_1)),0)	verified
199	To psi(I)	(0,0)(1,1)(2,2)(2,2)	psi(W_2*2)	C(C(C(C(Ω_2,Ω_1),C(C(Ω_2,Ω_1),Ω_1)),C(Ω_2,Ω_1)),0)	verified
200	To psi(I)	(0,0)(1,1)(2,2)(2,2)(2,2)	psi(W_2*3)	C(C(C(C(Ω_2,Ω_1),C(C(Ω_2,Ω_1),C(C(Ω_2,Ω_1),Ω_1))),C(C(Ω_2,Ω_1),C(Ω_2,Ω_1))),0)	verified
201	To psi(I)	(0,0)(1,1)(2,2)(3,0)	psi(W_2*w) = psi(psi_2(1))	C(C(C(0,C(Ω_2,Ω_1)),C(Ω_2,Ω_1)),0)	verified
202	To psi(I)	(0,0)(1,1)(2,2)(3,1)	psi(W_2*W) = psi(psi_2(W))	C(C(C(Ω_1,C(Ω_2,Ω_1)),C(Ω_2,Ω_1)),0)	verified
203	To psi(I)	(0,0)(1,1)(2,2)(3,1)(2,2)	psi(W_2*W+W_2)	C(C(C(C(Ω_2,Ω_1),C(C(Ω_1,C(Ω_2,Ω_1)),Ω_1)),C(C(Ω_1,C(Ω_2,Ω_1)),C(Ω_2,Ω_1))),0)	verified
204	To psi(I)	(0,0)(1,1)(2,2)(3,1)(2,2)(3,0)	psi(W_2*W+W_2*w)	C(C(C(C(0,C(Ω_2,Ω_1)),C(C(Ω_1,C(Ω_2,Ω_1)),Ω_1)),C(C(Ω_1,C(Ω_2,Ω_1)),C(Ω_2,Ω_1))),0)	rule
205	To psi(I)	(0,0)(1,1)(2,2)(3,1)(2,2)(3,1)	psi(W_2*W2)	C(C(C(C(Ω_1,C(Ω_2,Ω_1)),C(C(Ω_1,C(Ω_2,Ω_1)),Ω_1)),C(C(Ω_1,C(Ω_2,Ω_1)),C(Ω_2,Ω_1))),0)	verified
206	To psi(I)	(0,0)(1,1)(2,2)(3,1)(3,0)	psi(W_2*W*w) = psi(psi_2(W+1))	C(C(C(0,C(Ω_1,C(Ω_2,Ω_1))),C(Ω_2,Ω_1)),0)	verified
207	To psi(I)	(0,0)(1,1)(2,2)(3,1)(3,1)	psi(W_2*W^2) = psi(psi_2(W2))	C(C(C(Ω_1,C(Ω_1,C(Ω_2,Ω_1))),C(Ω_2,Ω_1)),0)	verified
208	To psi(I)	(0,0)(1,1)(2,2)(3,1)(4,0)	psi(W_2*W^w) = psi(psi_2(W*w))	C(C(C(C(0,Ω_1),C(Ω_2,Ω_1)),C(Ω_2,Ω_1)),0)	verified
209	To psi(I)	(0,0)(1,1)(2,2)(3,1)(4,1)	psi(W_2*W^W) = psi(psi_2(W^2))	C(C(C(C(Ω_1,Ω_1),C(Ω_2,Ω_1)),C(Ω_2,Ω_1)),0)	verified
210	To psi(I)	(0,0)(1,1)(2,2)(3,1)(4,1)(5,1)	psi(W_2*W^W^W) = psi(psi_2(W^W))	C(C(C(C(C(Ω_1,Ω_1),Ω_1),C(Ω_2,Ω_1)),C(Ω_2,Ω_1)),0)	verified
211	To psi(I)	(0,0)(1,1)(2,2)(3,1)(4,2)	psi(W_2*psi_1(W_2)) = psi(W_2*e(W+1)) = psi(psi_2(psi_1(W_2)))	C(C(C(C(C(Ω_2,Ω_1),Ω_1),C(Ω_2,Ω_1)),C(Ω_2,Ω_1)),0)	verified
212	To psi(I)	(0,0)(1,1)(2,2)(3,1)(4,2)(5,1)	psi(W_2*psi_1(W_2*W)) = psi(W_2*e(W2)) = psi(psi_2(psi_1(W_2*W)))	C(C(C(C(C(Ω_1,C(Ω_2,Ω_1)),Ω_1),C(Ω_2,Ω_1)),C(Ω_2,Ω_1)),0)	verified
213	To psi(I)	(0,0)(1,1)(2,2)(3,1)(4,2)(5,1)(6,2)	psi(W_2*psi_1(W_2*psi_1(W_2))) = psi(W_2*ee(W+1)) = psi(psi_2(psi_1(psi_2(psi_1(W_2)))))	C(C(C(C(C(C(C(Ω_2,Ω_1),Ω_1),C(Ω_2,Ω_1)),Ω_1),C(Ω_2,Ω_1)),C(Ω_2,Ω_1)),0)	verified
214	To psi(I)	(0,0)(1,1)(2,2)(3,2)	psi(W_2^2) = psi(psi_2(W_2))	C(C(C(C(Ω_2,Ω_1),C(Ω_2,Ω_1)),C(Ω_2,Ω_1)),0)	rule
215	To psi(I)	(0,0)(1,1)(2,2)(3,2)(2,2)	psi(W_2^2+W_2)	C(C(C(C(Ω_2,Ω_1),C(C(C(Ω_2,Ω_1),C(Ω_2,Ω_1)),Ω_1)),C(C(C(Ω_2,Ω_1),C(Ω_2,Ω_1)),C(Ω_2,Ω_1))),0)	verified
216	To psi(I)	(0,0)(1,1)(2,2)(3,2)(2,2)(3,2)	psi(W_2^2*2)	C(C(C(C(C(Ω_2,Ω_1),C(Ω_2,Ω_1)),C(C(C(Ω_2,Ω_1),C(Ω_2,Ω_1)),Ω_1)),C(C(C(Ω_2,Ω_1),C(Ω_2,Ω_1)),C(Ω_2,Ω_1))),0)	verified
217	To psi(I)	(0,0)(1,1)(2,2)(3,2)(3,0)	psi(W_2^2*w) = psi(psi_2(W_2+1))	C(C(C(0,C(C(Ω_2,Ω_1),C(Ω_2,Ω_1))),C(Ω_2,Ω_1)),0)	verified
218	To psi(I)	(0,0)(1,1)(2,2)(3,2)(3,1)	psi(W_2^2*W) = psi(psi_2(W_2+W))	C(C(C(Ω_1,C(C(Ω_2,Ω_1),C(Ω_2,Ω_1))),C(Ω_2,Ω_1)),0)	verified
219	To psi(I)	(0,0)(1,1)(2,2)(3,2)(3,2)	psi(W_2^3) = psi(psi_2(W_2^2))	C(C(C(C(Ω_2,Ω_1),C(C(Ω_2,Ω_1),C(Ω_2,Ω_1))),C(Ω_2,Ω_1)),0)	rule
220	To psi(I)	(0,0)(1,1)(2,2)(3,2)(4,0)	psi(W_2^w) = psi(psi_2(W_2*w))	C(C(C(C(0,C(Ω_2,Ω_1)),C(Ω_2,Ω_1)),C(Ω_2,Ω_1)),0)	verified
221	To psi(I)	(0,0)(1,1)(2,2)(3,2)(4,1)	psi(W_2^W) = psi(psi_2(W_2*W))	C(C(C(C(Ω_1,C(Ω_2,Ω_1)),C(Ω_2,Ω_1)),C(Ω_2,Ω_1)),0)	verified
222	To psi(I)	(0,0)(1,1)(2,2)(3,2)(4,1)(5,2)	psi(W_2^psi_1(W_2)) = psi(W_2^e(W+1)) = psi(psi_2(W*psi_1(W_2)))	C(C(C(C(C(C(Ω_2,Ω_1),Ω_1),C(Ω_2,Ω_1)),C(Ω_2,Ω_1)),C(Ω_2,Ω_1)),0)	verified
223	To psi(I)	(0,0)(1,1)(2,2)(3,2)(4,2)	psi(W_2^W_2) = psi(psi_2(W_2^2))	C(C(C(C(C(Ω_2,Ω_1),C(Ω_2,Ω_1)),C(Ω_2,Ω_1)),C(Ω_2,Ω_1)),0)	verified
224	To psi(I)	(0,0)(1,1)(2,2)(3,2)(4,2)(2,2)(3,2)(4,2)	psi(W_2^W_2*2)	C(C(C(C(C(C(Ω_2,Ω_1),C(Ω_2,Ω_1)),C(Ω_2,Ω_1)),C(C(C(C(Ω_2,Ω_1),C(Ω_2,Ω_1)),C(Ω_2,Ω_1)),Ω_1)),C(C(C(C(Ω_2,Ω_1),C(Ω_2,Ω_1)),C(Ω_2,Ω_1)),C(Ω_2,Ω_1))),0)	verified
225	To psi(I)	(0,0)(1,1)(2,2)(3,2)(4,2)(3,0)	psi(W_2^W_2*w) = psi(psi_2(W_2^2+1))	C(C(C(0,C(C(C(Ω_2,Ω_1),C(Ω_2,Ω_1)),C(Ω_2,Ω_1))),C(Ω_2,Ω_1)),0)	verified
226	To psi(I)	(0,0)(1,1)(2,2)(3,2)(4,2)(3,1)	psi(W_2^W_2*W) = psi(psi_2(W_2^2+W))	C(C(C(Ω_1,C(C(C(Ω_2,Ω_1),C(Ω_2,Ω_1)),C(Ω_2,Ω_1))),C(Ω_2,Ω_1)),0)	verified
227	To psi(I)	(0,0)(1,1)(2,2)(3,2)(4,2)(3,2)	psi(W_2^(W_2+1)) = psi(psi_2(W_2^2+W_2))	C(C(C(C(Ω_2,Ω_1),C(C(C(Ω_2,Ω_1),C(Ω_2,Ω_1)),C(Ω_2,Ω_1))),C(Ω_2,Ω_1)),0)	verified
228	To psi(I)	(0,0)(1,1)(2,2)(3,2)(4,2)(3,2)(4,0)	psi(W_2^(W_2+w)) = psi(psi_2(W_2^2+W_2*w))	C(C(C(C(0,C(Ω_2,Ω_1)),C(C(C(Ω_2,Ω_1),C(Ω_2,Ω_1)),C(Ω_2,Ω_1))),C(Ω_2,Ω_1)),0)	verified
229	To psi(I)	(0,0)(1,1)(2,2)(3,2)(4,2)(3,2)(4,1)	psi(W_2^(W_2+W)) = psi(psi_2(W_2^2+W_2*W))	C(C(C(C(Ω_1,C(Ω_2,Ω_1)),C(C(C(Ω_2,Ω_1),C(Ω_2,Ω_1)),C(Ω_2,Ω_1))),C(Ω_2,Ω_1)),0)	verified
230	To psi(I)	(0,0)(1,1)(2,2)(3,2)(4,2)(3,2)(4,2)	psi(W_2^(W_2*2)) = psi(psi_2(W_2^2*2))	C(C(C(C(C(Ω_2,Ω_1),C(Ω_2,Ω_1)),C(C(C(Ω_2,Ω_1),C(Ω_2,Ω_1)),C(Ω_2,Ω_1))),C(Ω_2,Ω_1)),0)	verified
231	To psi(I)	(0,0)(1,1)(2,2)(3,2)(4,2)(4,0)	psi(W_2^(W_2*w)) = psi(psi_2(W_2^2*w))	C(C(C(C(0,C(C(Ω_2,Ω_1),C(Ω_2,Ω_1))),C(Ω_2,Ω_1)),C(Ω_2,Ω_1)),0)	verified
232	To psi(I)	(0,0)(1,1)(2,2)(3,2)(4,2)(4,1)	psi(W_2^(W_2*W)) = psi(psi_2(W_2^2*W))	C(C(C(C(Ω_1,C(C(Ω_2,Ω_1),C(Ω_2,Ω_1))),C(Ω_2,Ω_1)),C(Ω_2,Ω_1)),0)	verified
233	To psi(I)	(0,0)(1,1)(2,2)(3,2)(4,2)(4,2)	psi(W_2^W_2^2) = psi(psi_2(W_2^3))	C(C(C(C(C(Ω_2,Ω_1),C(C(Ω_2,Ω_1),C(Ω_2,Ω_1))),C(Ω_2,Ω_1)),C(Ω_2,Ω_1)),0)	verified
234	To psi(I)	(0,0)(1,1)(2,2)(3,2)(4,2)(4,2)(4,2)	psi(W_2^W_2^3) = psi(psi_2(W_2^4))	C(C(C(C(C(Ω_2,Ω_1),C(C(Ω_2,Ω_1),C(C(Ω_2,Ω_1),C(Ω_2,Ω_1)))),C(Ω_2,Ω_1)),C(Ω_2,Ω_1)),0)	verified
235	To psi(I)	(0,0)(1,1)(2,2)(3,2)(4,2)(5,0)	psi(W_2^W_2^w) = psi(psi_2(W_2^w))	C(C(C(C(C(0,C(Ω_2,Ω_1)),C(Ω_2,Ω_1)),C(Ω_2,Ω_1)),C(Ω_2,Ω_1)),0)	verified
236	To psi(I)	(0,0)(1,1)(2,2)(3,2)(4,2)(5,1)	psi(W_2^W_2^W) = psi(psi_2(W_2^W))	C(C(C(C(C(Ω_1,C(Ω_2,Ω_1)),C(Ω_2,Ω_1)),C(Ω_2,Ω_1)),C(Ω_2,Ω_1)),0)	verified
237	To psi(I)	(0,0)(1,1)(2,2)(3,2)(4,2)(5,2)	psi(W_2^W_2^W_2) = psi(psi_2(W_2^W_2))	C(C(C(C(C(C(Ω_2,Ω_1),C(Ω_2,Ω_1)),C(Ω_2,Ω_1)),C(Ω_2,Ω_1)),C(Ω_2,Ω_1)),0)	verified
238	To psi(I)	(0,0)(1,1)(2,2)(3,2)(4,2)(5,2)(6,2)	psi(W_2^W_2^W_2^W_2) = psi(psi_2(W_2^W_2^W_2))	C(C(C(C(C(C(C(Ω_2,Ω_1),C(Ω_2,Ω_1)),C(Ω_2,Ω_1)),C(Ω_2,Ω_1)),C(Ω_2,Ω_1)),C(Ω_2,Ω_1)),0)	verified
239	To psi(I)	(0,0)(1,1)(2,2)(3,3)	psi(W_3) = psi(psi_3(0)) = psi(psi_I(2))	C(C(Ω_2,C(Ω_2,Ω_1)),0)	verified
240	To psi(I)	(0,0)(1,1)(2,2)(3,3)(1,1)	psi(W_3+W)	C(Ω_1,C(C(Ω_2,C(Ω_2,Ω_1)),0))	verified
241	To psi(I)	(0,0)(1,1)(2,2)(3,3)(1,1)(2,2)	psi(W_3+psi_1(W_2))	C(C(Ω_2,Ω_1),C(C(Ω_2,C(Ω_2,Ω_1)),0))	verified
242	To psi(I)	(0,0)(1,1)(2,2)(3,3)(1,1)(2,2)(3,3)	psi(W_3+psi_1(W_3))	C(C(Ω_2,C(Ω_2,Ω_1)),C(C(Ω_2,C(Ω_2,Ω_1)),0))	verified
243	To psi(I)	(0,0)(1,1)(2,2)(3,3)(2,0)	psi(W_3+psi_1(W_3)*w) = psi(W_3+psi_1(W_3+1))	C(C(0,C(Ω_2,C(Ω_2,Ω_1))),0)	verified
244	To psi(I)	(0,0)(1,1)(2,2)(3,3)(2,1)	psi(W_3+psi_1(W_3)*W) = psi(W_3+psi_1(W_3+W))	C(C(Ω_1,C(Ω_2,C(Ω_2,Ω_1))),0)	verified
245	To psi(I)	(0,0)(1,1)(2,2)(3,3)(2,2)	psi(W_3+W_2)	C(C(C(C(Ω_2,Ω_1),C(C(Ω_2,C(Ω_2,Ω_1)),Ω_1)),C(Ω_2,C(Ω_2,Ω_1))),0)	verified
246	To psi(I)	(0,0)(1,1)(2,2)(3,3)(2,2)(3,3)	psi(W_3+psi_2(W_3)) = psi(W_3+e(W_2+1))	C(C(C(C(Ω_2,C(Ω_2,Ω_1)),C(C(Ω_2,C(Ω_2,Ω_1)),Ω_1)),C(Ω_2,C(Ω_2,Ω_1))),0)	verified
247	To psi(I)	(0,0)(1,1)(2,2)(3,3)(3,0)	psi(W_3+psi_2(W_3)*w) = psi(W_3+psi_2(W_3+1))	C(C(C(C(0,C(Ω_2,C(Ω_2,Ω_1))),Ω_1),C(Ω_2,C(Ω_2,Ω_1))),0)	rule
248	To psi(I)	(0,0)(1,1)(2,2)(3,3)(3,1)	psi(W_3+psi_2(W_3)*W) = psi(W_3+psi_2(W_3+W))	C(C(C(C(Ω_1,C(Ω_2,C(Ω_2,Ω_1))),Ω_1),C(Ω_2,C(Ω_2,Ω_1))),0)	verified
249	To psi(I)	(0,0)(1,1)(2,2)(3,3)(3,2)	psi(W_3+psi_2(W_3)*W_2) = psi(W_3+psi_2(W_3+W_2))	C(C(C(C(C(Ω_2,Ω_1),C(Ω_2,C(Ω_2,Ω_1))),Ω_1),C(Ω_2,C(Ω_2,Ω_1))),0)	rule
250	To psi(I)	(0,0)(1,1)(2,2)(3,3)(3,3)	psi(W_3*2)	C(C(C(C(C(Ω_2,C(Ω_2,Ω_1)),C(Ω_2,C(Ω_2,Ω_1))),Ω_1),C(Ω_2,C(Ω_2,Ω_1))),0)	rule
